Barcode,Genotype,Assay Date,Experimenter,Flow Cytometer,Total Events (RBC),NCE,RETs_CD71postive,Per_RETs,Mn-RET,Mn_NCE,Per_MN-NCE
M00833308,Mgst3(b)/Mgst3(b),2012-03-06,RM,FT1,1.73E+05,1.69E+05,2679,1.59,118,636,0.37
M00848494,Myo15/Myo15,2012-03-06,RM,FT1,1.88E+05,1.84E+05,2836,1.54,122,355,0.19
M00848492,Myo15/Myo15,2012-03-06,RM,FT1,1.74E+05,1.71E+05,2735,1.6,132,361,0.21
M00750675,Pabpc1l/Pabpc1l,2012-03-06,RM,FT1,1.70E+05,1.67E+05,2518,1.51,65,531,0.32
M00836029,Prmt2/Prmt2,2012-03-06,RM,FT1,1.50E+05,1.46E+05,2898,1.98,124,458,0.31
M00885170,Rars/+,2012-03-06,RM,FT1,1.78E+05,1.73E+05,4853,2.81,237,397,0.23
M00885169,Rars/+,2012-03-06,RM,FT1,1.67E+05,1.60E+05,6480,4.05,228,400,0.25
M00885144,Rars/+,2012-03-06,RM,FT1,1.83E+05,1.77E+05,5927,3.35,119,464,0.26
M00885145,Rars/+,2012-03-06,RM,FT1,1.78E+05,1.67E+05,9738,5.83,223,445,0.27
M00850472,Rhot2/Rhot2,2012-03-06,RM,FT1,1.78E+05,1.74E+05,3031,1.74,162,495,0.28
M00850473,Rhot2/Rhot2,2012-03-06,RM,FT1,1.70E+05,1.67E+05,3013,1.8,119,529,0.32
M00850471,Rhot2/Rhot2,2012-03-06,RM,FT1,1.81E+05,1.77E+05,3519,1.99,127,602,0.34
M00841779,Rqcd1/+,2012-03-06,RM,FT1,1.64E+05,1.62E+05,1381,0.85,112,384,0.24
M00841778,Rqcd1/+,2012-03-06,RM,FT1,1.57E+05,1.55E+05,1507,0.97,145,401,0.26
M00753859,Sar1b/+,2012-03-06,RM,FT1,1.63E+05,1.58E+05,3912,2.48,185,428,0.27
M00889685,Slc25a43/Y,2012-03-06,RM,FT1,1.68E+05,1.64E+05,3102,1.89,126,371,0.23
M00889672,Slc25a43/Y,2012-03-06,RM,FT1,1.57E+05,1.53E+05,3844,2.51,264,393,0.26
M00889671,Slc25a43/Y,2012-03-06,RM,FT1,1.66E+05,1.63E+05,2046,1.26,77,424,0.26
M00843380,Tm9sf4/Tm9sf4,2012-03-06,RM,FT1,1.75E+05,1.71E+05,2973,1.74,130,585,0.34
M00935681,Tmem9/Tmem9,2012-03-06,RM,FT1,1.77E+05,1.73E+05,2986,1.73,137,417,0.24
M00935682,Tmem9/Tmem9,2012-03-06,RM,FT1,1.66E+05,1.63E+05,1665,1.02,142,425,0.26
M00935680,Tmem9/Tmem9,2012-03-06,RM,FT1,1.71E+05,1.66E+05,4115,2.48,213,435,0.26
M00933101,Tmod1/+,2012-03-06,RM,FT1,1.71E+05,1.65E+05,5940,3.6,183,457,0.28
M00933094,Tmod1/+,2012-03-06,RM,FT1,1.74E+05,1.72E+05,2140,1.24,149,461,0.27
M00933092,Tmod1/+,2012-03-06,RM,FT1,1.68E+05,1.60E+05,7457,4.66,557,447,0.28
M00933093,Tmod1/+,2012-03-06,RM,FT1,1.79E+05,1.75E+05,3708,2.12,214,495,0.28
M00848245,Tmprss15/Tmprss15,2012-03-06,RM,FT1,1.29E+05,1.26E+05,2595,2.06,183,358,0.28
M00848244,Tmprss15/Tmprss15,2012-03-06,RM,FT1,1.27E+05,1.24E+05,2140,1.73,224,364,0.29
M00840293,Tmprss15/Tmprss15,2012-03-06,RM,FT1,1.55E+05,1.51E+05,3167,2.1,204,452,0.3
M00893231,Zkscan14/+,2012-03-06,RM,FT1,1.69E+05,1.64E+05,4568,2.79,194,419,0.25
M00892244,Zkscan14/+,2012-03-06,RM,FT1,1.82E+05,1.78E+05,2851,1.6,233,457,0.26
M00861150,BC017643/BC017643,2012-03-07,RM,FT1,1.65E+05,1.63E+05,1661,1.02,163,426,0.26
M00861143,BC017643/BC017643,2012-03-07,RM,FT1,1.20E+05,1.18E+05,1522,1.29,149,330,0.28
M00861144,BC017643/BC017643,2012-03-07,RM,FT1,1.25E+05,1.23E+05,1038,0.84,172,391,0.32
M00891089,Blzf1/Blzf1,2012-03-07,RM,FT1,1.80E+05,1.78E+05,1880,1.06,140,555,0.31
M00891082,Blzf1/Blzf1,2012-03-07,RM,FT1,1.78E+05,1.76E+05,1890,1.07,92,423,0.24
M00891083,Blzf1/Blzf1,2012-03-07,RM,FT1,1.81E+05,1.78E+05,1821,1.02,145,444,0.25
M00891081,Blzf1/Blzf1,2012-03-07,RM,FT1,1.77E+05,1.74E+05,2076,1.19,92,438,0.25
M00877514,Ccdc106/Ccdc106,2012-03-07,RM,FT1,1.87E+05,1.83E+05,3177,1.74,158,574,0.31
M00877512,Ccdc106/Ccdc106,2012-03-07,RM,FT1,1.48E+05,1.46E+05,2259,1.55,60,501,0.34
M00855909,Cdc6/+,2012-03-07,RM,FT1,1.65E+05,1.62E+05,2404,1.48,102,445,0.27
M00855913,Cdc6/+,2012-03-07,RM,FT1,1.63E+05,1.60E+05,2395,1.5,88,499,0.31
M00855912,Cdc6/+,2012-03-07,RM,FT1,1.65E+05,1.62E+05,2175,1.34,133,511,0.31
M00865175,Cdk5rap2/Cdk5rap2,2012-03-07,RM,FT1,1.81E+05,1.78E+05,2192,1.23,76,636,0.36
M00920703,Ctcf/+,2012-03-07,RM,FT1,1.80E+05,1.75E+05,3421,1.95,151,1651,0.93
M00848363,Dusp4/Dusp4,2012-03-07,RM,FT1,1.82E+05,1.78E+05,3119,1.75,114,499,0.28
M00848366,Dusp4/Dusp4,2012-03-07,RM,FT1,1.75E+05,1.71E+05,2651,1.55,136,523,0.3
M00848364,Dusp4/Dusp4,2012-03-07,RM,FT1,1.80E+05,1.73E+05,5545,3.21,207,590,0.34
M00848365,Dusp4/Dusp4,2012-03-07,RM,FT1,1.02E+05,9.91E+04,2702,2.73,125,379,0.38
M00854057,Hdac8/Y,2012-03-07,RM,FT1,1.63E+05,1.61E+05,1897,1.18,79,411,0.25
M00857077,Ido1/Ido1,2012-03-07,RM,FT1,1.63E+05,1.60E+05,2604,1.63,115,383,0.24
M00855309,Kif21b/Kif21b,2012-03-07,RM,FT1,1.79E+05,1.76E+05,2504,1.42,83,467,0.26
M00855311,Kif21b/Kif21b,2012-03-07,RM,FT1,1.66E+05,1.64E+05,1305,0.8,117,607,0.37
M00895803,Kif21b/Kif21b,2012-03-07,RM,FT1,1.77E+05,1.73E+05,3431,1.98,63,665,0.38
M00895778,Kif21b/Kif21b,2012-03-07,RM,FT1,1.80E+05,1.77E+05,2359,1.33,103,554,0.31
M00895777,Kif21b/Kif21b,2012-03-07,RM,FT1,1.70E+05,1.67E+05,2292,1.37,106,548,0.33
M00924311,Lacc1/Lacc1,2012-03-07,RM,FT1,1.83E+05,1.80E+05,2124,1.18,95,660,0.37
M00924310,Lacc1/Lacc1,2012-03-07,RM,FT1,1.48E+05,1.45E+05,1792,1.24,123,604,0.41
M00919628,Lacc1/Lacc1,2012-03-07,RM,FT1,1.80E+05,1.76E+05,2376,1.35,123,917,0.52
M00919621,Lacc1/Lacc1,2012-03-07,RM,FT1,1.81E+05,1.77E+05,2893,1.63,84,602,0.34
M00843733,Lpar5/Lpar5,2012-03-07,RM,FT1,1.84E+05,1.82E+05,1531,0.84,111,457,0.25
M00843736,Lpar5/Lpar5,2012-03-07,RM,FT1,1.73E+05,1.70E+05,2264,1.33,153,554,0.32
M00868415,Lpar5/Lpar5,2012-03-07,RM,FT1,1.80E+05,1.77E+05,2002,1.13,134,430,0.24
M00868419,Lpar5/Lpar5,2012-03-07,RM,FT1,1.77E+05,1.75E+05,2062,1.18,97,510,0.29
M00868670,Mad2l2/+,2012-03-07,RM,FT1,1.83E+05,1.80E+05,1641,0.91,112,856,0.47
M00829257,Map2k2/Map2k2,2012-03-07,RM,FT1,1.70E+05,1.65E+05,4344,2.63,234,520,0.31
M00829200,Map2k2/Map2k2,2012-03-07,RM,FT1,1.72E+05,1.68E+05,3260,1.94,201,512,0.3
M00874353,Mgst3(b)/Mgst3(b),2012-03-07,RM,FT1,1.04E+05,1.03E+05,1036,1.01,58,327,0.32
M00874354,Mgst3(b)/Mgst3(b),2012-03-07,RM,FT1,1.80E+05,1.77E+05,2504,1.41,141,669,0.38
M00868723,Mgst3(b)/Mgst3(b),2012-03-07,RM,FT1,1.82E+05,1.80E+05,1482,0.82,72,560,0.31
M00868724,Mgst3(b)/Mgst3(b),2012-03-07,RM,FT1,1.89E+05,1.84E+05,3758,2.04,160,642,0.35
M00826369,Mst1/Mst1,2012-03-07,RM,FT1,1.77E+05,1.73E+05,3749,2.17,134,424,0.24
M00868465,Pitpnm1/Pitpnm1,2012-03-07,RM,FT1,1.80E+05,1.77E+05,2604,1.47,135,536,0.3
M00843709,Ppp2r2b/Ppp2r2b,2012-03-07,RM,FT1,1.54E+05,1.51E+05,2365,1.57,79,435,0.29
M00843712,Ppp2r2b/Ppp2r2b,2012-03-07,RM,FT1,4.75E+04,4.61E+04,1191,2.58,35,148,0.32
M00854836,Prmt2/Prmt2,2012-03-07,RM,FT1,1.77E+05,1.73E+05,3314,1.92,109,487,0.28
M00854837,Prmt2/Prmt2,2012-03-07,RM,FT1,1.59E+05,1.57E+05,1390,0.89,106,445,0.28
M00855260,Sar1b/+,2012-03-07,RM,FT1,1.48E+05,1.46E+05,1407,0.96,128,415,0.28
M00855259,Sar1b/+,2012-03-07,RM,FT1,1.70E+05,1.68E+05,1977,1.18,141,607,0.36
M00877998,Slc25a21(b)/Slc25a21(b),2012-03-07,RM,FT1,1.70E+05,1.66E+05,3223,1.94,75,505,0.3
M00874321,Slc25a21(b)/Slc25a21(b),2012-03-07,RM,FT1,3.07E+04,3.02E+04,303,1,39,88,0.29
M00887522,Slc25a21(b)/Slc25a21(b),2012-03-07,RM,FT1,1.19E+05,1.16E+05,1788,1.54,179,356,0.31
M00850130,Stard6/Stard6,2012-03-07,RM,FT1,1.79E+05,1.76E+05,2163,1.23,99,538,0.3
M00844928,Stard6/Stard6,2012-03-07,RM,FT1,1.82E+05,1.79E+05,2379,1.33,50,450,0.25
M00922022,Ttll4/Ttll4,2012-03-07,RM,FT1,1.82E+05,1.80E+05,1836,1.02,81,561,0.31
M00864684,Vwa5b1/Vwa5b1,2012-03-07,RM,FT1,1.79E+05,1.76E+05,2638,1.5,135,381,0.22
M00864663,Vwa5b1/Vwa5b1,2012-03-07,RM,FT1,1.73E+05,1.67E+05,5354,3.21,170,436,0.26
M00864685,Vwa5b1/Vwa5b1,2012-03-07,RM,FT1,1.72E+05,1.69E+05,2095,1.24,79,443,0.26
M00864686,Vwa5b1/Vwa5b1,2012-03-07,RM,FT1,1.70E+05,1.65E+05,3908,2.37,89,459,0.28
M00864691,Vwa5b1/Vwa5b1,2012-03-07,RM,FT1,1.79E+05,1.77E+05,1600,0.9,116,421,0.24
M00864693,Vwa5b1/Vwa5b1,2012-03-07,RM,FT1,1.32E+05,1.29E+05,2128,1.65,128,322,0.25
M00860140,Zkscan14/+,2012-03-07,RM,FT1,1.74E+05,1.69E+05,3991,2.36,114,440,0.26
M00860136,Zkscan14/+,2012-03-07,RM,FT1,1.83E+05,1.79E+05,2569,1.44,167,471,0.26
M00893230,Zkscan14/+,2012-03-07,RM,FT1,1.77E+05,1.75E+05,1549,0.89,74,447,0.25
M00892243,Zkscan14/+,2012-03-07,RM,FT1,1.75E+05,1.72E+05,1686,0.98,150,448,0.26
M00998904,+/+,2012-03-12,JT,FT1,1.20E+05,1.19E+05,587,0.49,48,239,0.2
M00998905,+/+,2012-03-12,JT,FT1,1.15E+05,1.14E+05,346,0.3,27,404,0.35
M00998906,+/+,2012-03-12,JT,FT1,1.13E+05,1.12E+05,671,0.6,18,250,0.22
M00995227,+/+,2012-03-21,JT,FT1,8.35E+04,8.26E+04,661,0.8,113,162,0.2
M00995228,+/+,2012-03-21,JT,FT1,1.03E+05,1.02E+05,854,0.84,139,223,0.22
M00998458,+/+,2012-03-21,JT,FT1,9.36E+04,9.21E+04,1129,1.23,100,244,0.26
M00998461,+/+,2012-03-21,JT,FT1,9.69E+04,9.54E+04,1043,1.09,123,320,0.33
M00921442,1190002H23Rik/1190002H23Rik,2012-03-23,RM,FT1,1.71E+05,1.68E+05,2307,1.37,150,618,0.37
M00921400,1190002H23Rik/1190002H23Rik,2012-03-23,RM,FT1,1.69E+05,1.65E+05,3207,1.94,148,616,0.37
M00921422,1190002H23Rik/1190002H23Rik,2012-03-23,RM,FT1,1.35E+05,1.32E+05,2485,1.88,196,615,0.46
M00918100,Adam3/Adam3,2012-03-23,RM,FT1,1.78E+05,1.75E+05,2618,1.5,134,427,0.24
M00918102,Adam3/Adam3,2012-03-23,RM,FT1,1.82E+05,1.78E+05,3252,1.83,95,463,0.26
M00882279,Aldh2/Aldh2,2012-03-23,RM,FT1,1.11E+05,9.93E+04,11015,11.09,224,817,0.82
M00882277,Aldh2/Aldh2,2012-03-23,RM,FT1,1.24E+05,1.20E+05,3190,2.66,119,1008,0.83
M00882280,Aldh2/Aldh2,2012-03-23,RM,FT1,1.32E+05,1.27E+05,3610,2.84,106,1171,0.91
M00863454,Calcoco2/Calcoco2,2012-03-23,RM,FT1,1.70E+05,1.67E+05,2697,1.61,83,454,0.27
M00886655,Ctcf/+,2012-03-23,RM,FT1,6.74E+04,6.39E+04,2895,4.53,287,335,0.52
M00886684,Ctcf/+,2012-03-23,RM,FT1,1.71E+05,1.63E+05,6370,3.91,254,1058,0.64
M00886663,Ctcf/+,2012-03-23,RM,FT1,1.69E+05,1.63E+05,5310,3.26,327,922,0.56
M00886672,Ctcf/+,2012-03-23,RM,FT1,1.70E+05,1.64E+05,4694,2.86,271,680,0.41
M00920688,Ctcf/+,2012-03-23,RM,FT1,1.67E+05,1.55E+05,9727,6.28,401,2093,1.33
M00866470,Dync1i2/+,2012-03-23,RM,FT1,1.72E+05,1.68E+05,2818,1.68,148,512,0.3
M00866468,Dync1i2/+,2012-03-23,RM,FT1,1.78E+05,1.72E+05,6119,3.56,121,595,0.34
M00868448,Dync1i2/+,2012-03-23,RM,FT1,1.77E+05,1.72E+05,3360,1.95,107,619,0.36
M00911925,Kazn/Kazn,2012-03-23,RM,FT1,1.81E+05,1.78E+05,2513,1.41,169,745,0.42
M00911926,Kazn/Kazn,2012-03-23,RM,FT1,1.81E+05,1.78E+05,2790,1.57,204,772,0.43
M00911927,Kazn/Kazn,2012-03-23,RM,FT1,1.81E+05,1.77E+05,3741,2.11,223,786,0.44
M00911928,Kazn/Kazn,2012-03-23,RM,FT1,1.78E+05,1.73E+05,3427,1.98,212,797,0.46
M00867482,Lsm10/+,2012-03-23,RM,FT1,1.69E+05,1.64E+05,4197,2.56,119,538,0.33
M00915266,March5/+,2012-03-23,RM,FT1,1.81E+05,1.77E+05,2944,1.66,117,589,0.33
M00915760,Mfrp/Mfrp,2012-03-23,RM,FT1,1.72E+05,1.68E+05,3523,2.1,146,503,0.3
M00915112,Mfrp/Mfrp,2012-03-23,RM,FT1,1.76E+05,1.72E+05,3218,1.87,178,630,0.36
M00868464,Pitpnm1/Pitpnm1,2012-03-23,RM,FT1,1.72E+05,1.68E+05,3456,2.06,86,637,0.38
M00885406,Plxnb2/+,2012-03-23,RM,FT1,1.43E+05,1.41E+05,999,0.71,36,422,0.3
M00885394,Plxnb2/+,2012-03-23,RM,FT1,1.61E+05,1.57E+05,2556,1.63,102,473,0.3
M00885407,Plxnb2/+,2012-03-23,RM,FT1,1.44E+05,1.42E+05,1222,0.86,60,502,0.35
M00932024,Plxnb2/+,2012-03-23,RM,FT1,1.69E+05,1.66E+05,2008,1.21,165,564,0.34
M00918153,Rhot2/Rhot2,2012-03-23,RM,FT1,1.60E+05,1.57E+05,2530,1.61,162,497,0.32
M00881517,Slc25a21(b)/Slc25a21(b),2012-03-23,RM,FT1,1.69E+05,1.65E+05,3201,1.94,107,510,0.31
M00934759,Slc25a43/Y,2012-03-23,RM,FT1,1.40E+05,1.39E+05,161,0.12,105,427,0.31
M00934745,Slc25a43/Y,2012-03-23,RM,FT1,1.64E+05,1.60E+05,3553,2.22,179,454,0.28
M00934752,Slc25a43/Y,2012-03-23,RM,FT1,1.65E+05,1.62E+05,2211,1.36,154,407,0.25
M00934753,Slc25a43/Y,2012-03-23,RM,FT1,1.63E+05,1.60E+05,1893,1.18,203,471,0.29
M00927141,Stard6/Stard6,2012-03-23,RM,FT1,1.76E+05,1.70E+05,5420,3.19,172,575,0.34
M00933215,Stk32a/Stk32a,2012-03-23,RM,FT1,1.71E+05,1.67E+05,2656,1.59,151,490,0.29
M00870047,Tmem98/+,2012-03-23,RM,FT1,1.23E+05,1.22E+05,919,0.75,15,477,0.39
M00870046,Tmem98/+,2012-03-23,RM,FT1,1.49E+05,1.45E+05,3445,2.38,110,628,0.43
M00870058,Tmem98/+,2012-03-23,RM,FT1,1.63E+05,1.60E+05,2980,1.86,133,679,0.42
M00925252,Tnfaip1/Tnfaip1,2012-03-23,RM,FT1,1.73E+05,1.70E+05,3165,1.86,121,440,0.26
M00925253,Tnfaip1/Tnfaip1,2012-03-23,RM,FT1,1.68E+05,1.66E+05,1229,0.74,194,441,0.26
M00925251,Tnfaip1/Tnfaip1,2012-03-23,RM,FT1,1.70E+05,1.66E+05,3403,2.05,165,462,0.28
M00909622,Trex1/+,2012-03-23,RM,FT1,1.72E+05,1.66E+05,4472,2.69,230,883,0.53
M00906057,Trex1/+,2012-03-23,RM,FT1,1.75E+05,1.70E+05,3912,2.3,139,826,0.48
M00906056,Trex1/+,2012-03-23,RM,FT1,1.77E+05,1.71E+05,4272,2.5,185,896,0.52
M00906058,Trex1/+,2012-03-23,RM,FT1,1.79E+05,1.75E+05,3901,2.23,103,930,0.53
M00914751,Usp4/Usp4,2012-03-23,RM,FT1,1.67E+05,1.63E+05,3845,2.36,155,538,0.33
M00914750,Usp4/Usp4,2012-03-23,RM,FT1,1.68E+05,1.64E+05,2777,1.69,112,586,0.36
M00912586,Usp4/Usp4,2012-03-23,RM,FT1,1.64E+05,1.57E+05,6662,4.24,132,523,0.33
M00909896,Usp4/Usp4,2012-03-23,RM,FT1,1.66E+05,1.63E+05,3150,1.93,159,618,0.38
M01006196,+/+,2012-03-28,JT,FT1,1.05E+05,1.04E+05,659,0.63,34,246,0.24
M01006197,+/+,2012-03-28,JT,FT1,1.10E+05,1.09E+05,892,0.82,38,323,0.3
M01006198,+/+,2012-03-28,JT,FT1,1.09E+05,1.08E+05,621,0.58,19,259,0.24
M00896437,Espn/Espn,2012-03-28,RM,FT1,1.27E+05,1.26E+05,654,0.52,169,296,0.23
M00896436,Espn/Espn,2012-03-28,RM,FT1,1.35E+05,1.34E+05,641,0.48,127,345,0.26
M00898442,Lpar5/Lpar5,2012-03-28,RM,FT1,1.28E+05,1.27E+05,817,0.64,208,307,0.24
M00898444,Lpar5/Lpar5,2012-03-28,RM,FT1,1.38E+05,1.36E+05,1827,1.34,145,369,0.27
M00911920,Lsm10/+,2012-03-28,RM,FT1,1.38E+05,1.37E+05,594,0.43,38,468,0.34
M00911919,Lsm10/+,2012-03-28,RM,FT1,1.44E+05,1.42E+05,1483,1.04,179,806,0.56
M00911921,Lsm10/+,2012-03-28,RM,FT1,1.41E+05,1.39E+05,655,0.47,141,845,0.6
M00913500,Lsm10/+,2012-03-28,RM,FT1,1.42E+05,1.40E+05,1269,0.91,199,952,0.68
M00900306,March5/+,2012-03-28,RM,FT1,1.04E+05,1.02E+05,1514,1.48,107,329,0.32
M00900305,March5/+,2012-03-28,RM,FT1,1.37E+05,1.34E+05,2143,1.6,191,439,0.33
M00900304,March5/+,2012-03-28,RM,FT1,1.26E+05,1.24E+05,706,0.57,114,429,0.34
M00892832,Pex3/Pex3,2012-03-28,RM,FT1,1.41E+05,1.39E+05,1537,1.11,126,380,0.27
M00908149,Rcor2/Rcor2,2012-03-28,RM,FT1,1.47E+05,1.46E+05,848,0.58,64,559,0.38
M00908150,Rcor2/Rcor2,2012-03-28,RM,FT1,1.44E+05,1.41E+05,1624,1.15,71,560,0.4
M00902163,Slc25a21(b)/Slc25a21(b),2012-03-28,RM,FT1,1.20E+05,1.19E+05,1005,0.84,184,322,0.27
M00947207,Stard6/Stard6,2012-03-28,RM,FT1,1.29E+05,1.27E+05,1372,1.08,219,327,0.26
M00947198,Stk32a/Stk32a,2012-03-28,RM,FT1,1.29E+05,1.27E+05,1611,1.27,182,360,0.28
M00911596,Tnfaip1/Tnfaip1,2012-03-28,RM,FT1,1.45E+05,1.41E+05,2729,1.94,125,677,0.48
M00911594,Tnfaip1/Tnfaip1,2012-03-28,RM,FT1,1.40E+05,1.38E+05,505,0.37,125,864,0.62
M00911595,Tnfaip1/Tnfaip1,2012-03-28,RM,FT1,1.42E+05,1.39E+05,1146,0.82,140,980,0.7
M00911591,Tnfaip1/Tnfaip1,2012-03-28,RM,FT1,1.41E+05,1.39E+05,848,0.61,120,583,0.42
M00911590,Tnfaip1/Tnfaip1,2012-03-28,RM,FT1,1.50E+05,1.49E+05,873,0.59,100,795,0.53
M00939256,Usp42/Usp42,2012-03-28,RM,FT1,1.38E+05,1.36E+05,1303,0.96,141,395,0.29
M00944415,Adam3/Adam3,2012-03-29,RM,FT1,1.38E+05,1.36E+05,2446,1.8,119,301,0.22
M00944414,Adam3/Adam3,2012-03-29,RM,FT1,1.18E+05,1.16E+05,647,0.56,84,264,0.23
M00940911,Blzf1/Blzf1,2012-03-29,RM,FT1,1.29E+05,1.28E+05,5943,4.64,206,324,0.25
M00939578,Cyfip1/+,2012-03-29,RM,FT1,1.32E+05,1.30E+05,1869,1.44,132,342,0.26
M00939580,Cyfip1/+,2012-03-29,RM,FT1,1.24E+05,1.22E+05,903,0.74,96,333,0.27
M00934803,Egfr/+,2012-03-29,RM,FT1,1.24E+05,1.20E+05,2529,2.11,50,394,0.33
M00935050,Entpd1/Entpd1,2012-03-29,RM,FT1,1.43E+05,1.40E+05,2091,1.49,119,302,0.22
M00935033,Entpd1/Entpd1,2012-03-29,RM,FT1,1.29E+05,1.27E+05,1679,1.32,210,285,0.22
M00938866,Esco1/Esco1,2012-03-29,RM,FT1,1.33E+05,1.32E+05,1525,1.16,158,533,0.4
M00938551,Heatr8/Heatr8,2012-03-29,RM,FT1,1.54E+05,1.52E+05,1269,0.83,151,503,0.33
M00935448,Setd1a/+,2012-03-29,RM,FT1,1.32E+05,1.30E+05,716,0.55,62,468,0.36
M00935476,Setd1a/+,2012-03-29,RM,FT1,1.31E+05,1.23E+05,7800,6.34,114,477,0.39
M00939755,Stard6/Stard6,2012-03-29,RM,FT1,1.26E+05,1.24E+05,1672,1.35,107,395,0.32
M00939413,Stk39/Stk39,2012-03-29,RM,FT1,1.22E+05,1.20E+05,1114,0.93,86,292,0.24
M00939412,Stk39/Stk39,2012-03-29,RM,FT1,1.20E+05,1.18E+05,2501,2.12,55,308,0.26
M00849014,Top3b/Top3b,2012-03-29,RM,FT1,1.19E+05,1.13E+05,1499,1.33,73,224,0.2
M00849017,Top3b/Top3b,2012-03-29,RM,FT1,1.27E+05,1.26E+05,732,0.58,149,278,0.22
M00966520,1190002H23Rik/1190002H23Rik,2012-04-04,JT,FT1,1.30E+05,1.29E+05,694,0.54,20,475,0.37
M00966519,1190002H23Rik/1190002H23Rik,2012-04-04,JT,FT1,1.33E+05,1.32E+05,832,0.63,63,496,0.37
M00964298,1500011B03Rik/1500011B03Rik,2012-04-04,JT,FT1,1.33E+05,1.32E+05,807,0.61,128,428,0.32
M00957804,A430084P05Rik/A430084P05Rik,2012-04-04,JT,FT1,1.20E+05,1.19E+05,610,0.51,82,467,0.39
M00957833,A430084P05Rik/A430084P05Rik,2012-04-04,JT,FT1,1.13E+05,1.12E+05,757,0.68,104,448,0.4
M00957831,A430084P05Rik/A430084P05Rik,2012-04-04,JT,FT1,1.26E+05,1.25E+05,478,0.38,91,503,0.4
M00957832,A430084P05Rik/A430084P05Rik,2012-04-04,JT,FT1,1.26E+05,1.24E+05,816,0.66,61,503,0.4
M00957834,A430084P05Rik/A430084P05Rik,2012-04-04,JT,FT1,1.25E+05,1.23E+05,730,0.59,59,558,0.45
M00965113,Amotl1/Amotl1,2012-04-04,JT,FT1,1.26E+05,1.25E+05,902,0.72,82,476,0.38
M00965111,Amotl1/Amotl1,2012-04-04,JT,FT1,1.27E+05,1.24E+05,1965,1.58,63,620,0.5
M00961517,Entpd1/Entpd1,2012-04-04,JT,FT1,1.19E+05,1.17E+05,1862,1.59,72,423,0.36
M00961518,Entpd1/Entpd1,2012-04-04,JT,FT1,1.17E+05,1.15E+05,1171,1.02,67,450,0.39
M00938867,Esco1/Esco1,2012-04-04,JT,FT1,1.23E+05,1.22E+05,249,0.2,49,599,0.49
M00947636,Esco1/Esco1,2012-04-04,JT,FT1,1.13E+05,1.01E+05,11010,10.9,293,378,0.37
M00948632,Gpc6/Gpc6,2012-04-04,JT,FT1,1.18E+05,1.17E+05,182,0.16,48,402,0.34
M00938548,Heatr8/Heatr8,2012-04-04,JT,FT1,1.26E+05,1.26E+05,307,0.24,41,422,0.33
M00938550,Heatr8/Heatr8,2012-04-04,JT,FT1,1.23E+05,1.22E+05,850,0.7,73,422,0.34
M00976668,Heatr8/Heatr8,2012-04-04,JT,FT1,1.06E+05,1.05E+05,851,0.81,75,341,0.32
M00975630,Kng2/Kng2,2012-04-04,JT,FT1,1.30E+05,1.29E+05,912,0.71,93,410,0.32
M00959213,Mfrp/Mfrp,2012-04-04,JT,FT1,1.23E+05,1.22E+05,617,0.51,75,441,0.36
M00959207,Mfrp/Mfrp,2012-04-04,JT,FT1,1.30E+05,1.29E+05,447,0.35,52,484,0.37
M00948133,Plekhg1/Plekhg1,2012-04-04,JT,FT1,1.19E+05,1.19E+05,604,0.51,69,265,0.22
M00956577,Rftn2/Rftn2,2012-04-04,JT,FT1,1.07E+05,1.05E+05,947,0.9,62,252,0.24
M00966339,Rftn2/Rftn2,2012-04-04,JT,FT1,1.19E+05,1.17E+05,1423,1.22,79,360,0.31
M00966340,Rftn2/Rftn2,2012-04-04,JT,FT1,1.14E+05,1.12E+05,1172,1.05,140,358,0.32
M00977967,Rftn2/Rftn2,2012-04-04,JT,FT1,6.27E+04,6.22E+04,259,0.42,46,174,0.28
M00977968,Rftn2/Rftn2,2012-04-04,JT,FT1,1.13E+05,1.12E+05,655,0.58,64,328,0.29
M00951743,Ripk4/+,2012-04-04,JT,FT1,1.23E+05,1.22E+05,745,0.61,118,228,0.19
M00951739,Ripk4/+,2012-04-04,JT,FT1,1.14E+05,1.13E+05,603,0.53,112,260,0.23
M00951740,Ripk4/+,2012-04-04,JT,FT1,1.11E+05,1.09E+05,897,0.82,60,262,0.24
M00951741,Ripk4/+,2012-04-04,JT,FT1,1.20E+05,1.19E+05,1079,0.91,102,288,0.24
M00951746,Ripk4/+,2012-04-04,JT,FT1,1.26E+05,1.25E+05,972,0.78,127,316,0.25
M00951745,Ripk4/+,2012-04-04,JT,FT1,1.19E+05,1.18E+05,795,0.67,98,301,0.25
M00951747,Ripk4/+,2012-04-04,JT,FT1,1.16E+05,1.15E+05,903,0.79,114,308,0.27
M00982950,Rpgrip1l/+,2012-04-04,JT,FT1,1.22E+05,1.20E+05,1006,0.84,69,480,0.4
M00982957,Rpgrip1l/+,2012-04-04,JT,FT1,1.34E+05,1.33E+05,408,0.31,123,521,0.39
M00982956,Rpgrip1l/+,2012-04-04,JT,FT1,1.34E+05,1.32E+05,1247,0.94,72,845,0.64
M00982400,Rpgrip1l/+,2012-04-04,JT,FT1,1.20E+05,1.18E+05,1137,0.96,103,521,0.44
M00982402,Rpgrip1l/+,2012-04-04,JT,FT1,1.27E+05,1.25E+05,1003,0.8,94,590,0.47
